date,daily_pnl,equity
2023-01-09,0.0,1.0
2023-01-10,0.0,1.0
2023-01-11,0.0,1.0
2023-01-12,0.0,1.0
2023-01-13,0.0,1.0
2023-01-17,0.0,1.0
2023-01-18,0.0,1.0
2023-01-19,0.0,1.0
2023-01-20,0.0,1.0
2023-01-23,0.0,1.0
2023-01-24,0.0,1.0
2023-01-25,0.0,1.0
2023-01-26,0.0,1.0
2023-01-27,0.0,1.0
2023-01-30,0.0,1.0
2023-01-31,0.0,1.0
2023-02-01,0.0,1.0
2023-02-02,0.0,1.0
2023-02-03,0.0,1.0
2023-02-06,0.0,1.0
2023-02-07,0.0,1.0
2023-02-08,0.0,1.0
2023-02-09,0.0,1.0
2023-02-10,0.0,1.0
2023-02-13,0.0,1.0
2023-02-14,0.0,1.0
2023-02-15,0.0,1.0
2023-02-16,0.0,1.0
2023-02-17,0.0,1.0
2023-02-21,0.0,1.0
2023-02-22,0.0,1.0
2023-02-23,0.0,1.0
2023-02-24,0.0,1.0
2023-02-27,0.0,1.0
2023-02-28,0.0,1.0
2023-03-01,0.0,1.0
2023-03-02,0.0,1.0
2023-03-03,0.0,1.0
2023-03-06,0.0,1.0
2023-03-07,0.0,1.0
2023-03-08,0.0,1.0
2023-03-09,0.0,1.0
2023-03-10,0.0,1.0
2023-03-13,0.0,1.0
2023-03-14,0.0,1.0
2023-03-15,0.0,1.0
2023-03-16,0.0,1.0
2023-03-17,0.0,1.0
2023-03-20,0.0,1.0
2023-03-21,0.0,1.0
2023-03-22,0.0,1.0
2023-03-23,0.0,1.0
2023-03-24,0.0,1.0
2023-03-27,0.0,1.0
2023-03-28,0.0,1.0
2023-03-29,0.0,1.0
2023-03-30,0.0,1.0
2023-03-31,0.0,1.0
2023-04-03,0.0,1.0
2023-04-04,0.0,1.0
2023-04-05,0.0,1.0
2023-04-06,0.0,1.0
2023-04-10,0.0,1.0
2023-04-11,0.0,1.0
2023-04-12,0.0,1.0
2023-04-13,-0.001,0.999
2023-04-14,-0.0032798089529998955,0.9957234708559531
2023-04-17,0.006442213633399252,1.002138134174997
2023-04-18,-0.0014196280013284426,1.0007154708185233
2023-04-19,0.0023948997361051836,1.003112084035503
2023-04-20,-0.006268459408924453,0.9968241166541248
2023-04-21,-0.004503444901177933,0.9923349741686076
2023-04-24,0.0004629914579132874,0.9927944167850363
2023-04-25,-0.020207306624750565,0.9727327155897207
2023-04-26,-0.003148469674708664,0.9696700961330895
2023-04-27,0.02596762340702463,0.994850124018527
2023-04-28,0.008251984596229,1.0030596119174844
2023-05-01,-0.004268661357217317,0.9987778901131069
2023-05-02,-0.00971736481028812,0.9890724009904279
2023-05-03,-0.005139806987337346,0.9839887597528348
2023-05-04,-0.001882447355158745,0.9821364527145322
2023-05-05,0.016833967718605014,0.9986697060547938
2023-05-08,-0.00238985902070038,0.9962830262490786
2023-05-09,6.016761151001002e-05,0.996342970219156
2023-05-10,0.010984018217618075,1.007286819555039
2023-05-11,-0.004392909981356219,1.0028618992313272
2023-05-12,-0.0024971480243193844,1.0003576046209963
2023-05-15,0.0025185671601731796,1.0028770724324243
2023-05-16,0.000343342706326466,1.003221402960586
2023-05-17,0.0107960286049269,1.0140522099240232
2023-05-18,0.012012156516257866,1.0262331637852877
2023-05-19,-0.0010077093138182724,1.025199019067992
2023-05-22,0.004661822596288334,1.029978315020776
2023-05-23,-0.014827282340554748,1.0147065357393141
2023-05-24,-0.00585743034801034,1.0087629628825503
2023-05-25,0.02355732665999577,1.0325267215216798
2023-05-26,0.017168895658866257,1.0502540650684768
